name	symbol	price	24h	7d	market_cap	volume(usd)	volume(coin)	circulating_supply	url
1367	BOMB	BOMB	$0.816568	10.73%	15.78%	$746,672	$96,731	118,460 BOMB	914,402 BOMB	https://coinmarketcap.com/currencies/bomb/historical-data/?start=20100101&end=20210101
1368	DEXA COIN	DEXA	$0.000030	35.40%	39.87%	$743,066	$209,188	7,038,015,672 DEXA	25,000,000,000 DEXA	https://coinmarketcap.com/currencies/dexa-coin/historical-data/?start=20100101&end=20210101
1369	WinCash	WCC	$0.469850	11.42%	20.85%	$704,674	$67,940	144,600 WCC	1,499,784 WCC	https://coinmarketcap.com/currencies/wincash/historical-data/?start=20100101&end=20210101
1370	BonusCloud	BXC	$0.000236	12.99%	7.97%	$734,912	$1,706	7,219,889 BXC	3,109,383,414 BXC	https://coinmarketcap.com/currencies/bonuscloud/historical-data/?start=20100101&end=20210101
1371	ITO Utility Token	IUT	$0.008017	42.54%	10.54%	$735,671	$148	18,478 IUT	91,762,526 IUT	https://coinmarketcap.com/currencies/ito-utility-token/historical-data/?start=20100101&end=20210101
1372	DeFiner	FIN	$0.236770	1.96%	2.88%	$733,977	$458,960	1,938,420 FIN	3,099,953 FIN	https://coinmarketcap.com/currencies/definer/historical-data/?start=20100101&end=20210101
1373	Azbit	AZ	$0.000009	3.89%	8.80%	$734,137	$382	43,417,131 AZ	83,339,267,730 AZ	https://coinmarketcap.com/currencies/azbit/historical-data/?start=20100101&end=20210101
1374	Chi Gastoken	CHI	$0.856335	20.58%	76.34%	$730,791	$117,999	137,796 CHI	853,394 CHI	https://coinmarketcap.com/currencies/chi-gastoken/historical-data/?start=20100101&end=20210101
1375	Axis DeFi	AXIS	$0.358175	7.27%	18.99%	$746,580	$73,846	206,174 AXIS	2,084,401 AXIS	https://coinmarketcap.com/currencies/axis-defi/historical-data/?start=20100101&end=20210101
1376	OpenDAO	OPEN	$0.200725	2.21%	5.70%	$728,821	$35,435	176,536 OPEN	3,630,939 OPEN	https://coinmarketcap.com/currencies/opendao/historical-data/?start=20100101&end=20210101
1377	0xBitcoin	0xBTC	$0.131084	11.95%	14.66%	$751,972	$912,654	6,962,347 0XBTC	5,736,550 0xBTC	https://coinmarketcap.com/currencies/0xbtc/historical-data/?start=20100101&end=20210101
1378	Meter Governance	MTRG	$0.312231	1.71%	5.89%	$723,856	$204,154	653,856 MTRG	2,318,338 MTRG	https://coinmarketcap.com/currencies/meter-governance/historical-data/?start=20100101&end=20210101
1379	Aventus	AVT	$0.121144	10.70%	25.22%	$726,864	$68,917	568,886 AVT	6,000,000 AVT	https://coinmarketcap.com/currencies/aventus/historical-data/?start=20100101&end=20210101
1380	DeFi Bids	BID	$0.075599	48.09%	59.82%	$723,631	$145,200	1,920,650 BID	9,571,925 BID	https://coinmarketcap.com/currencies/defi-bids/historical-data/?start=20100101&end=20210101
1381	Cornichon	CORN	$0.038867	31.49%	52.50%	$723,566	$10,201	262,469 CORN	18,616,425 CORN	https://coinmarketcap.com/currencies/cornichon/historical-data/?start=20100101&end=20210101
1382	uPlexa	UPX	$0.000286	14.83%	86.80%	$722,699	$15,359	53,718,257 UPX	2,527,584,295 UPX	https://coinmarketcap.com/currencies/uplexa/historical-data/?start=20100101&end=20210101
1383	indaHash	IDH	$0.001800	4.48%	34.44%	$720,042	$524	290,890 IDH	399,936,259 IDH	https://coinmarketcap.com/currencies/indahash/historical-data/?start=20100101&end=20210101
1384	Open Predict Token	OPT	$0.719654	4.60%	6.79%	$719,279	$192	267 OPT	999,478 OPT	https://coinmarketcap.com/currencies/open-predict-token/historical-data/?start=20100101&end=20210101
1385	Insureum	ISR	$0.003320	63.57%	10.28%	$710,561	$168,006	50,609,896 ISR	214,048,583 ISR	https://coinmarketcap.com/currencies/insureum/historical-data/?start=20100101&end=20210101
1386	Infinitecoin	IFC	$0.000008	53.11%	46.28%	$720,248	$1,371	172,402,000 IFC	90,595,753,019 IFC	https://coinmarketcap.com/currencies/infinitecoin/historical-data/?start=20100101&end=20210101
1387	Japan Content Token	JCT	$0.002434	2.39%	18.52%	$713,606	$0	0 JCT	293,150,782 JCT	https://coinmarketcap.com/currencies/japan-content-token/historical-data/?start=20100101&end=20210101
1388	BetProtocol	BEPRO	$0.000391	5.04%	3.93%	$713,622	$150,348	384,497,619 BEPRO	1,825,000,000 BEPRO	https://coinmarketcap.com/currencies/betprotocol/historical-data/?start=20100101&end=20210101
1389	Xiotri	XIOT	$161.43	0.97%	22.02%	$713,206	$7,894	49 XIOT	4,418 XIOT	https://coinmarketcap.com/currencies/xiotri/historical-data/?start=20100101&end=20210101
1390	Blackmoon	BMC	$0.013170	29.41%	72.21%	$711,172	$578	43,861 BMC	54,000,000 BMC	https://coinmarketcap.com/currencies/blackmoon/historical-data/?start=20100101&end=20210101
1391	Evedo	EVED	$0.051906	12.19%	88.05%	$755,541	$1,314,559	23,787,428 EVED	13,671,790 EVED	https://coinmarketcap.com/currencies/evedo/historical-data/?start=20100101&end=20210101
1392	Primas	PST	$0.014511	12.02%	14.32%	$764,634	$5,133,091	353,732,122 PST	52,692,565 PST	https://coinmarketcap.com/currencies/primas/historical-data/?start=20100101&end=20210101
1393	SovranoCoin	SVR	$0.535551	5.18%	1.75%	$709,244	$32	60 SVR	1,324,326 SVR	https://coinmarketcap.com/currencies/sovranocoin/historical-data/?start=20100101&end=20210101
1394	Parkgene	GENE	$0.002400	35.14%	41.18%	$707,426	$338	140,685 GENE	294,760,863 GENE	https://coinmarketcap.com/currencies/parkgene/historical-data/?start=20100101&end=20210101
1395	WinCash	WCC	$0.469850	11.42%	20.85%	$715,645	$68,095	142,707 WCC	1,499,784 WCC	https://coinmarketcap.com/currencies/wincash/historical-data/?start=20100101&end=20210101
1396	Leading Coin 4 Entrepreneurs	LC4	$0.131118	4.99%	17.83%	$704,097	$0	0 LC4	5,369,927 LC4	https://coinmarketcap.com/currencies/leading-coin-4-entrepreneurs/historical-data/?start=20100101&end=20210101
1397	Blue Protocol	BLUE	$0.019337	20.41%	17.24%	$708,619	$0	0 BLUE	36,645,278 BLUE	https://coinmarketcap.com/currencies/ethereum-blue/historical-data/?start=20100101&end=20210101
1398	StableXSwap	STAX	$0.051337	16.08%	6.45%	$698,804	$0	0 STAX	13,611,971 STAX	https://coinmarketcap.com/currencies/stablexswap/historical-data/?start=20100101&end=20210101
1399	HEAT	HEAT	$0.015033	7.97%	35.10%	$704,663	$0	0 HEAT	46,873,427 HEAT	https://coinmarketcap.com/currencies/heat-ledger/historical-data/?start=20100101&end=20210101
1400	AceD	ACED	$0.003479	12.29%	3.27%	$693,906	$257	73,873 ACED	199,475,507 ACED	https://coinmarketcap.com/currencies/aced/historical-data/?start=20100101&end=20210101
1401	Keep4r	KP4R	$9.72	11.26%	4.63%	$691,841	$96,253	9,900 KP4R	71,161 KP4R	https://coinmarketcap.com/currencies/keep4r/historical-data/?start=20100101&end=20210101
1402	Havy	HAVY	$0.000093	4.32%	18.21%	$695,572	$0	0 HAVY	7,469,748,143 HAVY	https://coinmarketcap.com/currencies/havy/historical-data/?start=20100101&end=20210101
1403	Ether-1	ETHO	$0.012544	0.30%	7.23%	$691,915	$94,654	7,545,910 ETHO	55,160,173 ETHO	https://coinmarketcap.com/currencies/ether-1/historical-data/?start=20100101&end=20210101
1404	Nework	NKC	$0.004717	13.88%	15.35%	$696,233	$5,720	1,212,535 NKC	147,586,172 NKC	https://coinmarketcap.com/currencies/nework/historical-data/?start=20100101&end=20210101
1405	REAL	REAL	$0.068670	3.58%	5.19%	$690,535	$0	0 REAL	10,055,817 REAL	https://coinmarketcap.com/currencies/real/historical-data/?start=20100101&end=20210101
1406	Bitcoin Plus	XBC	$4.54	37.08%	0.67%	$689,610	$64	14 XBC	151,971 XBC	https://coinmarketcap.com/currencies/bitcoin-plus/historical-data/?start=20100101&end=20210101
1407	FYDcoin	FYD	$0.001343	4.88%	5.31%	$686,401	$60	44,451 FYD	511,145,440 FYD	https://coinmarketcap.com/currencies/fydcoin/historical-data/?start=20100101&end=20210101
1408	GeoCoin	GEO	$0.214606	10.88%	3.12%	$682,566	$794	3,698 GEO	3,180,551 GEO	https://coinmarketcap.com/currencies/geocoin/historical-data/?start=20100101&end=20210101
1409	adbank	ADB	$0.000831	11.41%	28.57%	$682,703	$2,822	3,395,262 ADB	821,250,418 ADB	https://coinmarketcap.com/currencies/adbank/historical-data/?start=20100101&end=20210101
1410	Lunes	LUNES	$0.004462	1.95%	19.91%	$672,556	$3,419	766,140 LUNES	150,728,538 LUNES	https://coinmarketcap.com/currencies/lunes/historical-data/?start=20100101&end=20210101
1411	Swapcoinz	SPAZ	$0.063998	12.14%	1.74%	$678,225	$268,364	4,193,306 SPAZ	10,597,550 SPAZ	https://coinmarketcap.com/currencies/swapcoinz/historical-data/?start=20100101&end=20210101
1412	Thrive Token	THRT	$0.006560	11.02%	3.39%	$677,355	$0	0 THRT	103,247,500 THRT	https://coinmarketcap.com/currencies/thrive-token/historical-data/?start=20100101&end=20210101
1413	Fountain	FTN	$0.007943	11.63%	24.98%	$704,326	$2,585	325,428 FTN	88,674,658 FTN	https://coinmarketcap.com/currencies/fountain/historical-data/?start=20100101&end=20210101
1414	PUBLISH	NEWS	$0.002426	1.65%	40.28%	$670,186	$80,338	33,109,132 NEWS	276,200,182 NEWS	https://coinmarketcap.com/currencies/publish/historical-data/?start=20100101&end=20210101
1415	Opacity	OPCT	$0.008393	7.94%	25.07%	$675,243	$1,652	196,875 OPCT	80,456,100 OPCT	https://coinmarketcap.com/currencies/opacity/historical-data/?start=20100101&end=20210101
1416	Capricoin+	CPS	$0.002946	5.16%	17.91%	$674,064	$0	0 CPS	228,843,197 CPS	https://coinmarketcap.com/currencies/capricoin/historical-data/?start=20100101&end=20210101
1417	WeOwn	CHX	$0.006699	17.54%	20.57%	$667,983	$399,191	59,592,659 CHX	99,719,012 CHX	https://coinmarketcap.com/currencies/we-own/historical-data/?start=20100101&end=20210101
1418	Winco	WCO	$0.001396	14.54%	5.94%	$670,727	$69	49,319 WCO	480,480,624 WCO	https://coinmarketcap.com/currencies/winco/historical-data/?start=20100101&end=20210101
1419	Conceal	CCX	$0.069931	4.64%	1.91%	$663,930	$24,619	352,048 CCX	9,494,019 CCX	https://coinmarketcap.com/currencies/conceal/historical-data/?start=20100101&end=20210101
1420	KuboCoin	KUBO	$0.000007	12.85%	49.27%	$662,263	$0	1,306 KUBO	90,708,745,843 KUBO	https://coinmarketcap.com/currencies/kubocoin/historical-data/?start=20100101&end=20210101
1421	SmileyCoin	SMLY	$0.000042	16.16%	8.46%	$658,665	$56	1,338,990 SMLY	15,806,193,400 SMLY	https://coinmarketcap.com/currencies/smileycoin/historical-data/?start=20100101&end=20210101
1422	Goldcoin	GLC	$0.015799	5.16%	39.08%	$658,208	$0	0 GLC	41,662,072 GLC	https://coinmarketcap.com/currencies/goldcoin/historical-data/?start=20100101&end=20210101
1423	Iconic Token	ICNQ	$0.079957	14.40%	6.09%	$654,813	$2,356	29,464 ICNQ	8,189,539 ICNQ	https://coinmarketcap.com/currencies/iconic-token/historical-data/?start=20100101&end=20210101
1424	DubaiCoin	DBIX	$0.152481	16.01%	6.52%	$650,052	$1,732	11,360 DBIX	4,263,172 DBIX	https://coinmarketcap.com/currencies/dubaicoin-dbix/historical-data/?start=20100101&end=20210101
1425	Tokoin	TOKO	$0.003636	2.90%	15.70%	$649,576	$38,943	10,711,149 TOKO	178,664,008 TOKO	https://coinmarketcap.com/currencies/tokoin/historical-data/?start=20100101&end=20210101
1426	AmonD	AMON	$0.000820	0.25%	34.96%	$649,985	$2,377	2,898,689 AMON	792,527,067 AMON	https://coinmarketcap.com/currencies/amond/historical-data/?start=20100101&end=20210101
1427	Honest	HNST	$0.006996	2.31%	4.43%	$658,009	$2,017	288,398 HNST	94,061,602 HNST	https://coinmarketcap.com/currencies/honest/historical-data/?start=20100101&end=20210101
1428	Birake	BIR	$0.007230	6.69%	27.29%	$649,570	$605	83,687 BIR	89,844,504 BIR	https://coinmarketcap.com/currencies/birake/historical-data/?start=20100101&end=20210101
1429	Vidya	VIDYA	$0.021650	15.67%	22.32%	$649,572	$315,173	14,557,499 VIDYA	30,003,034 VIDYA	https://coinmarketcap.com/currencies/vidya/historical-data/?start=20100101&end=20210101
1430	TurtleNetwork	TN	$0.007314	0.77%	3.87%	$646,091	$3,617	494,468 TN	88,335,911 TN	https://coinmarketcap.com/currencies/turtlenetwork/historical-data/?start=20100101&end=20210101
1431	OVCODE	OVC	$0.014636	13.19%	19.52%	$645,008	$0	0 OVC	44,070,638 OVC	https://coinmarketcap.com/currencies/ovcode/historical-data/?start=20100101&end=20210101
1432	TON Token	TON	$0.014080	14.96%	10.96%	$631,167	$42,402	3,011,543 TON	44,827,685 TON	https://coinmarketcap.com/currencies/tontoken/historical-data/?start=20100101&end=20210101
1433	DreamTeam Token	DREAM	$0.017676	21.84%	22.72%	$640,369	$581	32,877 DREAM	36,228,073 DREAM	https://coinmarketcap.com/currencies/dreamteam-token/historical-data/?start=20100101&end=20210101
1434	Boosted Finance	BOOST	$10.62	7.56%	7.35%	$635,487	$111,040	10,458 BOOST	59,853 BOOST	https://coinmarketcap.com/currencies/boosted-finance/historical-data/?start=20100101&end=20210101
1435	RMPL	RMPL	$0.842289	2.99%	12.18%	$637,131	$13,142	15,603 RMPL	756,428 RMPL	https://coinmarketcap.com/currencies/rmpl/historical-data/?start=20100101&end=20210101
1436	Era Swap	ES	$0.032042	1.22%	8.25%	$628,741	$590,826	18,438,999 ES	19,622,271 ES	https://coinmarketcap.com/currencies/era-swap/historical-data/?start=20100101&end=20210101
1437	Pizza	PIZZA	$0.020264	9.05%	8.20%	$627,696	$177	8,751 PIZZA	30,976,128 PIZZA	https://coinmarketcap.com/currencies/pizza/historical-data/?start=20100101&end=20210101
1438	USDX [Lighthouse]	USDX	$0.165580	0.66%	3.89%	$624,678	$1,240	7,486 USDX	3,772,661 USDX	https://coinmarketcap.com/currencies/usdx-lighthouse/historical-data/?start=20100101&end=20210101
1439	Fast Access Blockchain	FAB	$0.021908	12.95%	19.27%	$620,430	$0	0 FAB	28,320,115 FAB	https://coinmarketcap.com/currencies/fast-access-blockchain/historical-data/?start=20100101&end=20210101
1440	Uniform Fiscal Object	UFO	$0.000161	89.67%	135.98%	$618,682	$9	55,248 UFO	3,850,751,262 UFO	https://coinmarketcap.com/currencies/uniform-fiscal-object/historical-data/?start=20100101&end=20210101
1441	Fesschain	FESS	$0.006387	8.59%	1.58%	$718,823	$21,354	3,343,334 FESS	112,543,196 FESS	https://coinmarketcap.com/currencies/fesschain/historical-data/?start=20100101&end=20210101
1442	Bitgear	GEAR	$0.008363	14.11%	33.05%	$613,130	$9,953	1,190,208 GEAR	73,318,647 GEAR	https://coinmarketcap.com/currencies/bitgear/historical-data/?start=20100101&end=20210101
1443	Auxilium	AUX	$0.004836	5.67%	6.09%	$643,047	$31,223	6,456,359 AUX	132,972,610 AUX	https://coinmarketcap.com/currencies/auxilium/historical-data/?start=20100101&end=20210101
1444	DexKit	KIT	$0.766109	14.72%	127.31%	$612,043	$4,667	6,091 KIT	798,898 KIT	https://coinmarketcap.com/currencies/dexkit/historical-data/?start=20100101&end=20210101
1445	Social Send	SEND	$0.011274	2.64%	10.46%	$612,369	$88	7,770 SEND	54,317,039 SEND	https://coinmarketcap.com/currencies/social-send/historical-data/?start=20100101&end=20210101
1446	KickToken	KICK	$0.000010	1.68%	8.71%	$566,097	$91,580	9,489,413,103 KICK	58,658,619,203 KICK	https://coinmarketcap.com/currencies/kick-token/historical-data/?start=20100101&end=20210101
1447	Liquidity Network	LQD	$0.011581	149.51%	163.13%	$617,658	$106,613	9,206,000 LQD	53,334,645 LQD	https://coinmarketcap.com/currencies/liquidity-network/historical-data/?start=20100101&end=20210101
1448	PhoenixDAO	PHNX	$0.011654	8.68%	9.27%	$604,832	$40,681	3,490,592 PHNX	51,897,139 PHNX	https://coinmarketcap.com/currencies/phoenixdao/historical-data/?start=20100101&end=20210101
1449	LUXCoin	LUX	$0.057848	35.26%	12.38%	$602,013	$4,173	72,146 LUX	10,406,859 LUX	https://coinmarketcap.com/currencies/luxcoin/historical-data/?start=20100101&end=20210101
1450	Electra	ECA	$0.000021	17.67%	11.07%	$603,313	$800	38,113,435 ECA	28,731,062,222 ECA	https://coinmarketcap.com/currencies/electra/historical-data/?start=20100101&end=20210101
1451	Zen Protocol	ZP	$0.026640	16.25%	120.87%	$603,035	$237	8,911 ZP	22,636,450 ZP	https://coinmarketcap.com/currencies/zen-protocol/historical-data/?start=20100101&end=20210101
1452	WebDollar	WEBD	$0.000051	95.30%	5.36%	$601,064	$11,104	219,553,017 WEBD	11,884,978,871 WEBD	https://coinmarketcap.com/currencies/webdollar/historical-data/?start=20100101&end=20210101
1453	CRDT	CRDT	$0.121404	6.93%	6.93%	$598,918	$46,187	380,441 CRDT	4,933,251 CRDT	https://coinmarketcap.com/currencies/crdt/historical-data/?start=20100101&end=20210101
1454	MintMe.com Coin	MINTME	$0.003221	4.92%	1.28%	$597,865	$0	0 MINTME	185,590,144 MINTME	https://coinmarketcap.com/currencies/mintme-com-coin/historical-data/?start=20100101&end=20210101
1455	Karbo	KRB	$0.067250	6.18%	4.32%	$595,756	$37	549 KRB	8,858,815 KRB	https://coinmarketcap.com/currencies/karbo/historical-data/?start=20100101&end=20210101
1456	Origin Sport	ORS	$0.001971	2.97%	13.90%	$591,297	$1,267,731	643,194,528 ORS	299,999,850 ORS	https://coinmarketcap.com/currencies/origin-sport/historical-data/?start=20100101&end=20210101
1457	Lead Wallet	LEAD	$0.001166	12.67%	18.13%	$589,017	$345	295,869 LEAD	505,310,846 LEAD	https://coinmarketcap.com/currencies/lead-wallet/historical-data/?start=20100101&end=20210101
1458	PANTHEON X	XPN	$0.004647	12.61%	18.87%	$582,391	$10,914	2,348,360 XPN	125,315,945 XPN	https://coinmarketcap.com/currencies/pantheon-x/historical-data/?start=20100101&end=20210101
1459	Ubex	UBEX	$0.000173	47.09%	5.75%	$581,351	$27,465	158,544,363 UBEX	3,355,935,102 UBEX	https://coinmarketcap.com/currencies/ubex/historical-data/?start=20100101&end=20210101
1460	GokuMarket Credit	GMC	$0.199419	1.57%	1.80%	$588,286	$895,476	4,490,422 GMC	2,950,000 GMC	https://coinmarketcap.com/currencies/gokumarket-credit/historical-data/?start=20100101&end=20210101
1461	HOQU	HQX	$0.003410	6.48%	9.49%	$576,844	$315,825	92,607,260 HQX	169,144,018 HQX	https://coinmarketcap.com/currencies/hoqu/historical-data/?start=20100101&end=20210101
1462	Tokes	TKS	$0.002846	27.51%	12.82%	$569,124	$94,685	33,273,738 TKS	199,999,574 TKS	https://coinmarketcap.com/currencies/tokes/historical-data/?start=20100101&end=20210101
1463	SafeCoin	SAFE	$0.020671	17.76%	17.94%	$573,306	$55	2,649 SAFE	27,735,063 SAFE	https://coinmarketcap.com/currencies/safecoin/historical-data/?start=20100101&end=20210101
1464	OLXA	OLXA	$0.000420	10.25%	0.51%	$571,560	$3,994	9,498,702 OLXA	1,359,420,210 OLXA	https://coinmarketcap.com/currencies/olxa/historical-data/?start=20100101&end=20210101
1465	BEAT	BEAT	$0.004564	5.17%	9.44%	$569,342	$0	0 BEAT	124,741,038 BEAT	https://coinmarketcap.com/currencies/beat/historical-data/?start=20100101&end=20210101
1466	AstroTools	ASTRO	$0.189221	11.30%	7.49%	$567,663	$0	0 ASTRO	3,000,000 ASTRO	https://coinmarketcap.com/currencies/astrotools/historical-data/?start=20100101&end=20210101
1467	Phoenixcoin	PXC	$0.007007	4.95%	18.09%	$568,597	$0	0 PXC	81,151,687 PXC	https://coinmarketcap.com/currencies/phoenixcoin/historical-data/?start=20100101&end=20210101
1468	Cosmo Coin	COSM	$0.000842	17.95%	5.53%	$564,806	$86	101,686 COSM	670,780,889 COSM	https://coinmarketcap.com/currencies/cosmo-coin/historical-data/?start=20100101&end=20210101
1469	Po.et	POE	$0.000180	9.85%	13.25%	$564,157	$173	962,466 POE	3,141,592,653 POE	https://coinmarketcap.com/currencies/poet/historical-data/?start=20100101&end=20210101
1470	PieDAO DEFI++	DEFI++	$1.68	7.56%	7.69%	$562,783	$2,265	1,349 DEFI++	335,150 DEFI++	https://coinmarketcap.com/currencies/piedao-defi/historical-data/?start=20100101&end=20210101
1471	ExclusiveCoin	EXCL	$0.096374	14.16%	11.57%	$563,946	$101,130	1,049,345 EXCL	5,851,627 EXCL	https://coinmarketcap.com/currencies/exclusivecoin/historical-data/?start=20100101&end=20210101
1472	Mercury	MER	$0.005637	9.27%	8.27%	$563,749	$262	46,454 MER	100,000,000 MER	https://coinmarketcap.com/currencies/mercury/historical-data/?start=20100101&end=20210101
1473	Menlo One	ONE	$0.001869	5.17%	9.44%	$561,315	$0	0 ONE	300,404,658 ONE	https://coinmarketcap.com/currencies/menlo-one/historical-data/?start=20100101&end=20210101
1474	BITTO	BITTO	$0.189206	8.37%	15.77%	$559,985	$166,918	882,203 BITTO	2,959,663 BITTO	https://coinmarketcap.com/currencies/bitto/historical-data/?start=20100101&end=20210101
1475	HEROcoin	PLAY	$0.002914	66.98%	12.89%	$553,573	$189,505	65,028,042 PLAY	189,957,035 PLAY	https://coinmarketcap.com/currencies/herocoin/historical-data/?start=20100101&end=20210101
1476	X8X Token	X8X	$0.006786	4.10%	9.96%	$559,996	$0	0 X8X	82,522,341 X8X	https://coinmarketcap.com/currencies/x8x-token/historical-data/?start=20100101&end=20210101
1477	IHT Real Estate Protocol	IHT	$0.000538	3.13%	5.17%	$531,670	$6,258	11,642,052 IHT	989,061,136 IHT	https://coinmarketcap.com/currencies/iht-real-estate-protocol/historical-data/?start=20100101&end=20210101
